,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
37,177863,sup 1008,PA_Campania 014,Italia,Paestum,,,,"Sommer, Giorgio",Torre d'Oriente. Pesto,Torre d'Oriente,Maestranze attive a Paestum sec. IV a.C.,architettura,Arte romana,torre,6182,,Fotografia incollata su cartoncino; supporto secondario mm 380x318.,"Foto sup 1008, verso: nota anonima manoscritta: ""Paestum. A tower in the Greek wall about 350 before Christ."".",\FONDO_SUPINO\Italia\Campania\sup 1008.jpg,801008,104009,sec. IV a.C.,1855-1886,1880,1899,,"Paestum. A tower in the Greek wall about 350 before Christ."".",complete
38,177866,sup 892,PA_Marche 017,Italia,Fano,,,Alinari,"Alinari, Fratelli",Fano. Arco di Augusto,Arco di Augusto,Maestranze sec. I,architettura,Arte romana,arco trionfale,696,,"Fotografia incollata su cartoncino; supporto secondario mm 316x380.
Nel catalogo Alinari ""Terza Appendice"" del 1887 la foto compare citata con un altro numero di inventario: 14134. Il numero che compare sulla foto è presumibilmente precedente.",,\FONDO_SUPINO\Italia\Marche\sup 892.jpg,800892,99532,sec. I d.C.,1881-1887,1881,1887,1854-2019,,missing
39,177867,sup 1009,PA_Campania 015,Italia,Paestum,,,Sommer - Napoli,"Sommer, Giorgio",Porta della Sirena. Pesto,Porta della Sirena,Maestranze attive a Paestum sec. IV a.C.,architettura,Arte romana,porta,6183,,Fotografia incollata su cartoncino; supporto secondario mm 317x381.,"Foto sup 1009, verso: nota anonima manoscritta: ""Porta della Sirena. Pastum. Lenormant thinks the walls, and certainly the gate with the Nereid à quen de poisson of second half of 4.th century, or later stile, of Alexander of Epirus time. I doubt that the arch is so old.""",\FONDO_SUPINO\Italia\Campania\sup 1009.jpg,801009,104010,sec. IV a.C.,1855-1886,1880,1899,,"Porta della Sirena. Pastum. Lenormant thinks the walls, and certainly the gate with the Nereid à quen de poisson of second half of 4.th century, or later stile, of Alexander of Epirus time. I doubt that the arch is so old.""",complete
40,177868,sup 893,PA_Marche 018,Italia,Fano,Chiesa di S. Francesco (ex),,Alinari,"Alinari, Fratelli",Fano - Chiesa di S. Francesco. Monumento di Paola Bianca Malatesta (1398).,Monumento funebre di Paola Bianca Malatesta,Filippo di Domenico,scultura,"Scuola italiana, scuola veneta, scuola veneziana",monumento funebre,699,,"Fotografia incollata su cartoncino; supporto secondario mm 380x315.
Nel catalogo Alinari ""Terza Appendice"" del 1887 la foto compare citata con un altro numero di inventario: 14136; cfr. foto sup 896. Il numero che compare sulla foto è presumibilmente precedente.
","Foto sup 893, verso: nota anonima manoscritta: Clara pudicicie dux Paulabianca potentis / A genetrice Traheus Ursini sanguine ortus / Cui patrium Malatesta genus - etc- etc. / Paolabianca was the wife of Pandolfo and mother of / Sigismund Malatesta. The two coasts are the Malatesta checky bass / and the Malatesta 3 Moors' heads. / Pandolfo's monument erected by Sigismund, is along side under the same porch."".",\FONDO_SUPINO\Italia\Marche\sup 893.jpg,800893,18542,sec. XV,1881-1887,1881,1887,1854-2019,"Clara pudicicie dux Paulabianca potentis / A genetrice Traheus Ursini sanguine ortus / Cui patrium Malatesta genus - etc- etc. / Paolabianca was the wife of Pandolfo and mother of / Sigismund Malatesta. The two coasts are the Malatesta checky bass / and the Malatesta 3 Moors' heads. / Pandolfo's monument erected by Sigismund, is along side under the same porch."".",complete
41,177878,sup 1010,PA_Campania 016,Italia,Ravello,Cattedrale di S. Maria Assunta,,G. Sommer - Napoli,"Sommer, Giorgio",Amalfi. Ravello. Porta della Cattedrale,,Barisano da Trani,scultura,"Scuola italiana, scuola pugliese","porta, a due battenti",8158,,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto sup 1046, verso: nota anonima manoscritta: ""Bronze door of 1176"". ",\FONDO_SUPINO\Italia\Campania\sup 1010.jpg,801010,77111,sec. XII,1855-1886,1880,1899,,,missing
42,177881,sup 1011,PA_Campania 017,Italia,Ravello,Cattedrale di S. Maria Assunta,,Sommer & Behles. Napoli e Roma ,Sommer & Behles,Ravello. Porta della Cattedrale (Amalfi),,Barisano da Trani,scultura,"Scuola italiana, scuola pugliese","porta, a due battenti",1195,,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto sup 1046, verso: nota anonima manoscritta: ""Bronze door of 1176"". ",\FONDO_SUPINO\Italia\Campania\sup 1011.jpg,801011,77111,sec. XII,1855-1874,1867,1874,,,missing
43,177882,sup 1012,PA_Campania 018,Italia,Amalfi,Museo Diocesano,,,Anonimo,Amalfi. Cattedrale - Madonna della Neve,Madonna della Neve,Malvito Tommaso,scultura,"Scuola italiana, scuola lombarda",rilievo,53,,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,"Foto sup 1012, verso: nota anonima manoscritta: ""In cloister of Amalfi Duomo. Sarc. of an archbishop of the Capuani family (by the coat) who died about 1350; Pietro Capanno was he called. The relief of the Madonna della Neve is of about 1400; the two Jesuit Saints are of course after 1600"". 
&#10;La foto documenta l'opera nel suo allestimento ottocentesco insime al sarcofago di Pietro Capuano all'interno del chiostro del Paradiso. La parte superiore del sarcofago oggi costituisce l'altare maggiore della Cattedrale di Sant'Andrea.",\FONDO_SUPINO\Italia\Campania\sup 1012.jpg,801012,104013,sec. XV,1855-1899,1855,1899,,"In cloister of Amalfi Duomo. Sarc. of an archbishop of the Capuani family (by the coat) who died about 1350; Pietro Capanno was he called. The relief of the Madonna della Neve is of about 1400; the two Jesuit Saints are of course after 1600"".",complete
44,177882,sup 1012,PA_Campania 018,Italia,Amalfi,Museo Diocesano,,,Anonimo,Amalfi. Cattedrale - Madonna della Neve,Madonna della Neve,Malvito Tommaso,scultura,"Scuola italiana, scuola lombarda",rilievo,53,,Fotografia incollata su cartoncino; supporto secondario mm 400x280.,"Foto sup 1012, verso: nota anonima manoscritta: ""In cloister of Amalfi Duomo. Sarc. of an archbishop of the Capuani family (by the coat) who died about 1350; Pietro Capanno was he called. The relief of the Madonna della Neve is of about 1400; the two Jesuit Saints are of course after 1600"". 
&#10;La foto documenta l'opera nel suo allestimento ottocentesco insime al sarcofago di Pietro Capuano all'interno del chiostro del Paradiso. La parte superiore del sarcofago oggi costituisce l'altare maggiore della Cattedrale di Sant'Andrea.",\FONDO_SUPINO\Italia\Campania\sup 1012.jpg,801012,104013,sec. XV,1855-1899,1855,1899,,"In cloister of Amalfi Duomo. Sarc. of an archbishop of the Capuani family (by the coat) who died about 1350; Pietro Capanno was he called. The relief of the Madonna della Neve is of about 1400; the two Jesuit Saints are of course after 1600"". 
",complete
45,177883,sup 1013,PA_Campania 019,Italia,Benevento,,,,Anonimo,Capitello del Chiostro di S. Sofia - Benevento,Chiostro di Santa Sofia,Maestranze attive a Benevento sec. XII,architettura,Arte romanica,chiostro,6602,,Fotografia incollata su cartoncino; supporto secondario mm 370x300.,,\FONDO_SUPINO\Italia\Campania\sup 1013.jpg,801013,104012,sec. XII,1855-1899,1855,1899,,,missing
46,177889,sup 894,PA_Marche 019,Italia,Urbino,Palazzo Ducale,,,Anonimo,Urbino. Palazzo Ducale. Camino della Sala del Magnifico,,Anonimo marchigiano sec. XV,scultura,"Scuola italiana, scuola marchigiana",camino,,,"Fotografia incollata su cartoncino; supporto secondario mm 319x381.
",,\FONDO_SUPINO\Italia\Marche\sup 894.jpg,800894,99533,sec. XV,1855-1899,1855,1899,,,missing
47,177907,sup 895,PA_Marche 020,Italia,Urbino,Palazzo Ducale,,,Anonimo,Urbino. Palazzo Ducale. Camino della Sala degli Angeli.,Camino degli Angeli,Rosselli Domenico,scultura,"Scuola italiana, scuola toscana",camino,814,,"Fotografia incollata su cartoncino; supporto secondario mm 382x316.
",,\FONDO_SUPINO\Italia\Marche\sup 895.jpg,800895,99534,sec. XV,1855-1899,1855,1899,,,missing
48,177910,sup 897,PA_Marche 021,Italia,Urbino,Duomo,,Ministero della Pubblica Istruzione. Gabinetto Fotografico Nazionale. Roma - Via in Miranda 5 - Tel. 65-373,Istituto Centrale per il Catalogo e la Documentazione: Fototeca Nazionale,Urbino. Duomo - Madonna col Bambino,,Anonimo marchigiano sec. XV,scultura,"Scuola italiana, scuola marchigiana",rilievo,E 3880,,"Sul verso, nota manoscritta a matita rossa: ""1086"".","Foto sup 897, verso: nota anonima: ""Urbino / duomo - Madonna col bambino - / Residuo di affresco. Sec. XIV"".",\FONDO_SUPINO\Italia\Marche\sup 897.jpg,800897,99535,sec. XV,1912-1920,1912,1930,1895-,"Urbino / duomo - Madonna col bambino - / Residuo di affresco. Sec. XIV"".",complete
49,177912,sup 898,PA_Marche 022,Italia,Ancona,,,,Anonimo,Ancona - S. Ciriaco,Duomo di San Ciriaco,Maestranze attive ad Ancona sec. XI/ XIII,architettura,Arte romanica/ arte gotica,duomo,,,"Sul verso, timbro: ""Donazione Supino"".
",,\FONDO_SUPINO\Italia\Marche\sup 898.jpg,800898,99521,sec. XI/ XIII,,1880,1940,,,missing
50,177913,sup 3284,PA_Marche 023,Italia,Fano,,,Alinari,"Alinari, Fratelli",Fano. Arco di Augusto,Arco di Augusto,Maestranze sec. I,architettura,Arte romana,arco trionfale,696,,"La fotografia priva di supporto è stata inserita in una cornice 240x300 mm in seguito ad interventi di restauro.
Nel catalogo Alinari ""Terza Appendice"" del 1887 la foto compare citata con un altro numero di inventario: 14134. Quello della foto è presumibilmente anteriore.",,\FONDO_SUPINO\Italia\Marche\sup 3284.jpg,803284,99532,sec. I d.C.,1881-1887,1881,1887,1854-2019,,missing
51,177915,sup 3274,PA_Marche 024,Italia,Ascoli Piceno,,,Ed.ne Alinari,"Alinari, Fratelli",Ascoli-Piceno - Marche. Il Battistero. (VIII secolo.),Battistero di San Giovanni,Maestranze attive ad Ascoli Piceno sec. XII,architettura,Arte romanica,battistero,17674,,"La fotografia priva di supporto è stata inserita in una cornice 300x240 mm in seguito ad interventi di restauro.
",,\FONDO_SUPINO\Italia\Marche\sup 3274.jpg,803274,99536,sec. XII,1855-1900,1880,1920,1854-2019,,missing
52,177917,sup 1014,PA_Campania 020,Italia,Benevento,,,,Anonimo,"Cloister of Santa Sophia, Benevento",Chiostro di Santa Sofia,Maestranze attive a Benevento sec. XII,architettura,Arte romanica,chiostro,6602,,Fotografia incollata su cartoncino; supporto secondario mm 300x370.,,\FONDO_SUPINO\Italia\Campania\sup 1014.jpg,801014,104012,sec. XII,1855-1899,1855,1899,,,missing
53,177919,sup 1015,PA_Campania 021,Italia,Cava de' Tirreni,Abbazia della Trinità,,,Brogi,"Contorni di Salerno - (Abbadia Trinità della Cava) Ambone per l'Evangelo; stile Cosmatesco, XIII secolo.",,Anonimo cosmatesco sec. XIII,scultura,"Scuola italiana, scuola laziale, scuola romana",ambone,5466,,"Fotografia incollata su cartoncino; supporto secondario mm 310x381.
La foto compare nel Catalogo Brogi ""Catalogo delle Fotografie. Pitture, Vedute, Sculture, ecc. Napoli e Campania, Roma e Lazio, Sicilia, Bologna, Rimini, ecc."" 1912.",,\FONDO_SUPINO\Italia\Campania\sup 1015.jpg,801015,104011,sec. XIII,1855-1891,1860,1899,1859-1986,,missing
54,177923,sup 127,PA_Emilia Romagna 001,Italia,Codigoro,"Abbazia di Pomposa, Basilica di S. Maria",,,Anonimo,,,Mazulo,scultura,Scuola italiana,oculo,,NR,Fotografia incollata su cartoncino; supporto secondario mm 381x317.,"Foto sup 127, verso del supporto secondario: nota anonima manoscritta: ""S. Maria Pomposa, near Comacchio. / Window of this great abbey"".",\FONDO_SUPINO\Italia\Emilia Romagna\sup 127.jpg,800127,75754,sec. XI,1855-1899,1855,1899,,"S. Maria Pomposa, near Comacchio. / Window of this great abbey"".",complete
55,177927,sup 128,PA_Emilia Romagna 002,Italia,Ravenna,Edicola di Braccioforte,,,Anonimo,,Sarcofago della famiglia Pignatta,Anonimo ravennate-costantinopolitano sec. V,scultura,"Scuola italiana, scuola ravennate/ scuola costantinopolitana",sarcofago,,NR,Fotografia incollata su cartoncino; supporto secondario mm 316x382.,"Foto sup 128, verso del supporto secondario: nota anonima manoscritta: ""Christian sarcophagus of the 5 th. century representing Jesus Christ / seated, between two standing disciples, in a chair with his feet / resting on the lion and the basilic. The palm trees mean / that this took place in Judea. / The sarcophagus, which is at Ravenna, is now under cover near / S. Francesco. In the middle ages it became the burial place / of the Pignatta, who fashioned the corner ornaments of the lid / with pots (pignatte) their canting arms"".
&#10;Foto sup 183, verso: nota anonima manoscritta: ""Ravenna. / Exterior of S. Francesco, when / Dante was buried. / The two ends of the sarcophagus used by the Pignatti. / The Annunciation and perhaps the espousals of Joseph & Mary. / Says Kraus: of circa 420 und von grosser Bedetung. [...] Engel; Aus dem Apocrypha"".",\FONDO_SUPINO\Italia\Emilia Romagna\sup 128.jpg,800128,99537,sec. V,1855-1899,1855,1899,,"Christian sarcophagus of the 5 th. century representing Jesus Christ / seated, between two standing disciples, in a chair with his feet / resting on the lion and the basilic. The palm trees mean / that this took place in Judea. / The sarcophagus, which is at Ravenna, is now under cover near / S. Francesco. In the middle ages it became the burial place / of the Pignatta, who fashioned the corner ornaments of the lid / with pots (pignatte) their canting arms"".
",complete
56,177928,sup 129,PA_Emilia Romagna 003,Italia,Ravenna,Palazzetto veneziano,,,"Alinari, Fratelli",Ravenna. Un capitello greco-romano della loggia nella Piazza Vittorio Emanuele.,,Anonimo ravennate-costantinopolitano sec. V/ VI,scultura,"Scuola italiana, scuola ravennate/ scuola costantinopolitana",capitello,10326,,Fotografia incollata su cartoncino; supporto secondario mm 381x315.,"Foto sup 129, verso del supporto secondario: nota anonima manoscritta: ""Monogram of Theodoricus"".",\FONDO_SUPINO\Italia\Emilia Romagna\sup 129.jpg,800129,99538,sec. V/ VI,1876-1881,1876,1899,1854-2019,"Monogram of Theodoricus"".",complete
57,177941,sup 1023,PA_Campania 022,Italia,Ravello,,,,Anonimo,Ravello - Campanile della Cattedrale,Campanile di Santa Maria Assunta,Maestranze sec. XIII,architettura,Arte romanica,campanile,64,,Fotografia incollata su cartoncino; supporto secondario mm 398x380.,,\FONDO_SUPINO\Italia\Campania\sup 1023.jpg,801023,104015,sec. XIII,1855-1899,1855,1899,,,missing
58,177942,sup 1026,PA_Campania 023,Italia,Ravello,,,G. Sommer - Napoli,"Sommer, Giorgio",Ravello. Campanile,Campanile di Santa Maria Assunta,Maestranze sec. XIII,architettura,Arte romanica,campanile,8165,,Fotografia incollata su cartoncino; supporto secondario mm 382x317.,,\FONDO_SUPINO\Italia\Campania\sup 1026.jpg,801026,104015,sec. XIII,1855-1886,1880,1899,,,missing
59,177943,sup 1027,PA_Campania 024,Italia,Salerno,Cattedrale di S. Matteo,,G. Sommer - Napoli,"Sommer, Giorgio",Salerno. Cattedrale. Pulpito,Ambone di San Matteo,Anonimo sec. XIII,scultura,Scuola Italia meridionale,ambone,8166,,Fotografia incollata su cartoncino; supporto secondario mm 317x381.,,\FONDO_SUPINO\Italia\Campania\sup 1027.jpg,801027,104016,sec. XIII,1855-1886,1880,1899,,,missing
60,177948,sup 130,PA_Emilia Romagna 004,Italia,Ravenna,Chiesa di S. Maria in Porto Fuori,,,"Alinari, Fratelli",Ravenna - Chiesa di S. Maria in Porto Fuori Città. Sarcofago antico dove è sepolto Pietro degli Onesti detto il Peccatore.,Sarcofago di Pietro degli Onesti,Anonimo ravennate sec. V,scultura,"Scuola italiana, scuola romagnola, scuola ravennate",sarcofago,(10289),NR,Fotografia incollata su cartoncino; supporto secondario mm 318x381.,"Foto sup 130, verso del supporto secondario: nota anonima manoscritta: ""This is not the tomb of Pietro Damiano who died in 1072, but of Pietro degli Onesti [died in] 1119. / But P. Damiano was an in mate of the same cloister and also calls himself / Peccator: ""In quel loco fu'io Pier Damiano, / E Pietro Peccator fui nella casa / Di nostra Donna in sul lito Adriano"". Parad. XXI."".
&#10;La foto documenta l'opera nel suo allestimento ottocentesco.",\FONDO_SUPINO\Italia\Emilia Romagna\sup 130.jpg,800130,99539,sec. V,1876-1881,1876,1899,1854-2019,"This is not the tomb of Pietro Damiano who died in 1072, but of Pietro degli Onesti [died in] 1119. / But P. Damiano was an in mate of the same cloister and also calls himself / Peccator: ""In quel loco fu'io Pier Damiano, / E Pietro Peccator fui nella casa / Di nostra Donna in sul lito Adriano"". Parad. XXI."".
",complete
61,177954,sup 1028,PA_Campania 025,Italia,Casertavecchia,,,,Anonimo,Campanile of Caserta vecchia,Campanile di San Michele Arcangelo,Maestranze sec. XIII,architettura,Arte romanica/ arte gotica,campanile,,,Fotografia incollata su cartoncino; supporto secondario mm 370x300.,"Foto sup 1028, verso: nota anonima manoscritta: ""Campanile of Caserta vecchia"".",\FONDO_SUPINO\Italia\Campania\sup 1028.jpg,801028,104017,sec. XIII,1855-1899,1855,1899,,"Campanile of Caserta vecchia"".",complete
62,177957,sup 1030,PA_Campania 026,Italia,Casertavecchia,,,,Anonimo,Tiburio della Cattedrale di San Michele Arcangelo a Casertavecchia,Tiburio della cattedrale di San Michele Arcangelo,Maestranze sec. XIII,architettura,Arte romanica/ arte gotica,tiburio,,,Fotografia incollata su cartoncino; supporto secondario mm 370x300.,"Foto sup 1030, verso: nota anonima manoscritta: ""Cimborio of Caserta vecchia"".",\FONDO_SUPINO\Italia\Campania\sup 1030.jpg,801030,104018,sec. XIII,1855-1899,1855,1899,,"Cimborio of Caserta vecchia"".",complete
63,177957,sup 1030,PA_Campania 026,Italia,Casertavecchia,,,,Anonimo,Tiburio della Cattedrale di San Michele Arcangelo a Casertavecchia,Tiburio della cattedrale di San Michele Arcangelo,Maestranze sec. XIII,architettura,Arte romanica/ arte gotica,tiburio,,,Fotografia incollata su cartoncino; supporto secondario mm 370x300.,"Foto sup 1030, verso: nota anonima manoscritta: ""Cimborio of Caserta vecchia"".",\FONDO_SUPINO\Italia\Campania\sup 1030.jpg,801030,104018,sec. XIII,1855-1899,1855,1899,,"Campanile of Caserta vecchia"".",complete
64,177958,sup 1031,PA_Campania 027,Italia,Casertavecchia,,,,Anonimo,,Cattedrale di San Michele Arcangelo,Maestranze sec. XII,architettura,Arte romanica,cattedrale,,,Fotografia incollata su cartoncino; supporto secondario mm 370x300.,"Foto sup 1030, verso: nota anonima manoscritta: ""Campanile of Caserta vecchia"".",\FONDO_SUPINO\Italia\Campania\sup 1031.jpg,801031,104019,sec. XII,1855-1899,1855,1899,,,missing
