,Unnamed: 0.1,Inv,Note,status
141,141,sup 339,"Modena. / La Ghirlandina, the campanile of the Duomo, / 331 feet high and built from 1224 to 1319. / The upper portion and spire are later. / Here are kept the spoils of the war of 1325 / with Bologna, la Secchia rapita, sung / by Tassoni, whose statue stands behind / the Duomo"".",complete
142,142,sup 1219,"Santa Chiara. Naples. Monument to Raymund Cabano, who died in 1334. Mr. Hare ingeniously makes him strangle Giovannas husband, Andrea in 1345. It was his Freedman and godson, a Saracen, who committed this misdeed"".",complete
143,143,sup 1220,"Santa Chiara. Naples. Hic jacet Dns Perroctus de Cabanis, miles, regius caballanius, filius Dni. Raumundi de Cabanis regii hospiti. senescal. Mortuus est anno domini MCCCXXXVI die XXVIIII macii indic. IIII cuius anima requiescat in pace - amen"".",complete
144,144,sup 1221,"Santa Chiara. Naples. Hic jacet vir magnificus et egregius Dns. Drugo de Merloto, miles strenuns. filius Dni. Karoli de Merloto et Dne Isabelle de Alneto, qui obiit Anno Dni. MCCCXXXVIIII. etc. etc. He was de genere francorum. Observe his nine merli or merlotti in his coat and the French fleurs de legs in a canton. This is a good Gothic tomb"".",complete
145,145,sup 341,"Duomo Parma. / The campanile is of the 13 th. century: it is 206 feet high only. / The bronze angel on its top is of the year 1294.""",complete
146,146,sup 1222,"The celebrated Altar Chapel of the Mirabolli in S. Giovanni Carbonara in Naples. The master who made it is unknown, but it is of early renaissance about 1450. In the basrelief above the Baptist and Virtues one sees Troyano Mirabollo and his life Magdalena presented to the Virgin by S. Joseph and S. John B. On the exterior of the monument the ..."".",incomplete
147,147,sup 1222,"Christi Dom. Genetrici / Fabius Arcella Autistes / Lubens struxit / ac hic dedicavit / Theogonia An MLXXXVI. The Virgin between the Baptist and St. Matthew. One of the finest work of Giovanni da Nola in the church of S. Domenico, Naples"".",complete
148,148,sup 1224,"San Domenico. Naples. As Hector Carrafa, Ruborum comes, hoc monumentum sibi vivus fecit and as he died in 1511, it must be older than that date. Probably the work of A. Agnello del Fiore"".",complete
149,149,sup 342,"Piacenza. / Campanile of the Duomo, resembling that of / San Marco, Venice. The Gabbia, on iron cage, is a prison in which / criminals were exposed in the middle ages; Ludovico il moro is said to have built it in 1495"".",complete
150,150,sup 1225,"Tomb of Galeazzo Pandono in S. Domenico of Naples. It is dated 1514 and is a masterpiece of Giovanni Merliano da Nolano (1478-1559)"".",complete
151,151,sup 1226,"San Domenico. Naples. Monument of Francesco Carrafa, who died aged 84. It was put up to his optimo parenti by the celebrated Cardinal Olivieri Carrafa in about the year 1500. Very fine and rich renaissance"".",complete
152,152,sup 343,"Campanile of Santa Maria Pomposa near Comacchio. / Here Barbarossa is said to have resided in 1177 whilst he negotiated / with Pope Alexander then at Venice. The belfry seems of this period"".",complete
153,153,sup 1227," I have but little doubs that the Columbarium was Virgils tomb, as all events its masonry is of his period and he was certainly buried close at hand. Outside is an inscription of 1553: Qui cineres? tumuli haec vestigia: conditur olim Ille hic qui cecinit pascua, rura, duces. St. Paul visited the tomb: ""Ad Maronis mausoleum Ductus, ..."".",incomplete
154,154,sup 1228,"San Domenico. Naples. Ancient tombs of Donnorso family below altar of St. Jerome ""Arain divi Hieronymo a familia Donnurso dicatam vetustate collabentem D. Hyacinthus eyusdem familiae Donnorso restauravit et suo nitori restituit. An. Aerae Chris. 1735"". This altar has a bas-relief of St. Jerome erected in 1515 by Thomas of the family Dni Ursonis...""",incomplete
155,155,sup 1229,"Santa Chiara. Naples. 1358. +Corpus magnifici Merloti est hic Nicoli...... Anno milleno Treceno quiquages. ottavo, anima ipsius Deus dat gaudia pius. He must have been a son or nephew of Drugo, who died in 1339. Tho' the lettering be Gothic, the tomb shows Latin influence"".",incomplete
156,156,sup 1230,"San Gennaro. Naples. Tomb of Cardinal Francesco Carbone, who died in 1405, by Baboccio. The relief shows le figure di tutti i suoi parenti. His family was nobile del Seggio di Capuana (a division of Naples) and he was a nephew of Boniface IX, Tomacelli"".",complete
157,157,sup 1232,"Monument of Cristoforo d'Aquino who died in 1342 and of Tommaso his son +1357. They were of the blood St. Thomas"".",complete
158,158,sup 1233,"+hic jacet dn. Gregorius Filomarinus qui hobiit anno milesimo CCCLXIIII die primo mensis Marcii Septime indiccionis corpus anima requiescat in pace. Amen. Vos qui legitis orate pro me ad dominum The Figli marini were di nobiltà antica e baronale at Naples before Manfredi time"".",complete
159,159,sup 1234,"The porphiry column which stood in the middle of the market on the spot where Conradin and Frederic were behended has this inscription: De Persis Coirap habitator heap. Quo dmn. MCCLI hoc opus fieri fecit magister dominicus"". ",complete
160,160,sup 346,"Ferrara. / The fortified palace of the Este family. It dates from the 14 th. cent.y / but was reduced to its present form by Duke Borso, who died / in 1471. The upper story is of still later date. / In the dungeons of the tower on the left of the photo, below the level of / the water in the ditch, were confined in 1425 Ugo d'Este and / Parisina de' Malateste. / To this palace also came Lucrezia Borgia as a bride in 1501, / and here she died in 1519"".",complete
161,161,sup 1236,"Lately found at Pompei. He is like the Idolino of Florence. Museo Etrusco. but not so fine. He is very much spotted and his eyes are coming out of his head. Bronze, archaic"".",complete
162,162,sup 351,"Rimini. Tempio Malatestiano. / Sepulchral slab of Cardinal Ludovico Bonetti; a Sicilian / from Grigenti; bishop of Amalfi, Taranto and other dioceses. / He was sent as ambassador to king Ladislas by Innocent VII / and created Cardinal by Gregory XII in 1408. / He died at Rimini en route to the Council of Constance / in sept. 1413 and was buried in the middle of the church of St. Francis. / When Malatesta converted the church into a temple some / 40 years later the tomb slab of the Cardinal was removed / and placed against the interior wall of the entrance where it / now stands. The inscription reads this..."".",incomplete
163,163,sup 370,"Rimini. / Tempio Malatestiano. / S. Sigismondo re di Borgogna seated on two elephants with his hand on a globe. / Probably by Bernardo Ciuffagni, a scholar of Donatello"".",complete
164,164,sup 373,"Faenza. / Duomo. / Relief of monumental altar of San Savino by Benedetto / da Maiano, about 1472. He is represented as praying / when ordered by the angel to go to Assisi"".",complete
165,165,sup 1247,"Detail of A. Rosselinos basrelief"".
",complete
166,166,sup 1270,"Piccolomini Chapel in Montoliveto, Naples. Basrelief of the Nativity by Antonio Rossellino or perhaps by his master Donatello. It is said to have been executed in 1470. A. Rossellino died in 1478 and Donatello in 1466, aged 83, so that the latter could not well have had a hand in it, tho' there be parts that are uncommonly like his style"".",complete
167,167,sup 1266,"8 [?] (2)"".",complete
168,168,sup 1255,"A bronze of an etruscan style, but probably of Roman times. Found in Pompeii - in the temple of Apollo in 1817. Very much put together for he and the Artemis found with him were recovered in pieces. See Friedrichs Wolters N.° 1529"".",complete
169,169,sup 1258,"Museo borbonico at Naples. Fine sarcophagus with triumphal procession of Bacchus and his crew. Above it are some fine reliefs: venus persuading Helen to clope with Paris; Diana; Herculesand Omphale; Perseus and Andromeda; a scene in one of Terences plays; Apollo toyng with the Graces; and two Bacchanalian subjeets"".
",complete
170,170,sup 1259,"Santa Chiara. Naples. Ancient sarcophagus with myth of Protesilaus and Loadamia used ad a tomb by Giov. Baptista San Felice in 1632. Alibi monumentum eram Sanctum Felicem oppidum Sanfelicia familia condidit nomen derivavit ibi me posuit longum dominatum abiecit inola ni mihi desim hic sum ad ossa J. Baptista postremi domini ac Caesaris ..."".
",incomplete
171,171,sup 1260,"Farnese"".",complete
172,172,sup 1261,"From the Duke of Noyas Collection. Peitho is the goddess of persuasion. Friedricks Wolters N° 1873"".",complete
173,173,sup 1264,"This beautiful Greek torso is not much later than the time of Praxiteles. Aphrodite is taking off her garments previous to entering the bath. It came to Naples from Rome_ Fr. Wolters 1468. Furtwangler says the torso is by Euphranor, a disciple of Praxiteles"".",complete
174,174,sup 1265,"Fabrizio Colonna was grand constable of Ferdinand the Catholic and died in 1520"".
",complete
175,175,sup 1268,"The Piscicelli were amongst le Familie primarie di Napoli. They had bishops archibishops and a Cardinal and vassals in the town of Naples itself"". 
",complete
176,176,sup 1271,"Montoliveto. Naples. Chapel S. Sepolcro. This wonderful naturalistic Pietà in terra cotta is by the Modanino who died in 1518. It is probably of the year 1494. Right. 1 Pontanus as Nicodemus; 2 Alfonso II as St. John; 3 Alfonsos son Ferdinand [...] Left. 1 Sannazzaro as Joseph of Arimathea; 2 a Mary; 3 Lucrezia d'Alagna (Alfonso 1.s amica) ..."".",incomplete
177,177,sup 1272,"This is the noble door of Giuliano da Majano. About 1485"".",complete
178,178,sup 1273,"A masterpiece of Giovanni di Nola"". ",complete
179,179,sup 1274 verso,"Naples. This extravagant doorway of S. Giovanni a Papacoda was built in 1407 by Antonio di Domenico, called Bamboccio, for Cardinal Enrico Minutoli. He is kneeling to the Madonna who is seated between two Saints"". ",complete
180,180,sup 1277,"S. Lorenzo. Naples, behind the choro. Monument of Roberto Arlois and his wife Johanna of Durazzo. They are said to have been poisoned together in 1387 by Queen Margareta, Johannas sister - Ladislas mother. Hic jacet corpora illustrorum domn. Roberti de Arlois et dmne. Johane ducisse de D.... qui obierunt anno.... mensis julii decime ..."".",incomplete
181,181,sup 1279,"from 29 to 30"".",complete
182,182,sup 1283,"The disposition of this tomb is Gothic, but the feeling renaissance whilst some portions remind one of Donatellos monument to Cardinal Brancaccio. It is of the middle of the XV.th centu."".",complete
183,183,sup 1285,"The figures of the base are of the school of the Pisani - 14th. century. The upper portion of the Candelabro is of the Renaissance and presented by a number of the Balzo family (des Banx). Observe the star of the Magian king, Balthasar, the ancestor of the family, in the coat"".",complete
184,184,sup 1288,"S. Chiara. Naples. Pulpit with basreliefs representing early Christian martyrs, decapitated, immersed in boiling oil and broken on wheel. About 1325. White marble figures on black marble ground"".",complete
185,185,sup 1299,"This Mosaic of the Virgin and S. Gennaro is said like very ancient; indeed it is claimed as the earliest Madonna picture in Naples, but the art is Gothic and so is the lettering. The inscription says that Lellus worked at the mosaic in 1309"". ",complete
186,186,sup 1313,"[16] 17"".",complete
187,187,sup 1317,"Fr.+ Wolt. N.° 1604"".",complete
188,188,sup 14,"In isto tvmvlo req.~ ossa domini petri epi.~ qvi nvtrivit dominvm bonifativm PP. 8. item svbtvs ossa domini Goffredi Gaytani comitis casertani ..."".",incomplete
189,189,sup 17,"This magnificent renaissance castle was built by Napoleone Orsini in 1480. Of all the buildings that Walter Scott saw in Rome, this is the one that struck him most. Is now belongs to the Odescalchi, to wich family, the Orsini sold it in 1696"".
",complete
190,190,sup 18,"Bracciano"". ",complete
191,191,sup 19,"Anguillara. S.Francesco. Monument of the two brothers. Olim que genuit simili de semine mater corpora Francisci petra hec claudique Nicolae. Clarus uterque armis et uterque Anguillifer heros. Quorum animi sacro ..."".",incomplete
192,192,sup 23,"The base of the Campanile is said to have been built in the 18. century; it has remains of the tomb of Lucius Atratinus worked into the construction. All the upper part of Saracenic gothic, is said to have been put on by bishop Maldacea in 1279 ..."".",incomplete
193,193,sup 24,"Corneto. Museum. Sarcophagus found in 1875. The recumbent figure, probably a priest presents a patera to a deer. Front relief, combats between Greeks and Phrygicus; back, warriors and Amazons; sides, warriors in chariot"".",complete
194,194,sup 384,"The occupants of the sarcophagi are: / 1. Basinio of Parma, a poet † 1457. / 2. Giusto, an orator † 1449. / 3. Gemistus Pheth, the platonist, whose bones Sigismund brought / from Sparta in 1465, as if he had been St. Marc. See Symmonds. / 4. Roberto Valturio, the military historian † 1484. 5.6.7. Later writers of Rimini- † 1579. † 1546. † 1547"".
",complete
